text,label
昨晚十二点多的时候正在吃鸡，突然收到一条信息，点进去看还有两个手表，其实等了那么久，再也没有那种期待的心情，但是有货，不买白不买，买了之后继续吃鸡，第二天到了，感觉还可以，反正没当初的期待，希望京东多放点，让其他朋友买到心仪的产品！,1
虽然还没开始使用，但感觉还不错！,2
用了一段时间了，感觉很不错,2
整体很好用，只是机时间不是太长，两天有点坚持不下来。功能也很丰富设计漂。,2
真心的不错科技面前我们抛开国界,2
挺不错的，就是功能太少了，价格有点贵，总体来说还不错，很喜欢,2
不错。就相当是离了手机还不能打电话,2
一般般,1
#我们不一样#Apple Watch Series 3可以打电话了！只要办理一张eSIM卡，开通独立蜂窝移动通信功能，就可实现拨打/接听电话、发送/接收信息等功能啦！目前只有联通可办理哦！ 想要体验一下吗？3月7日（星期三） 到郑州联通中原路营业厅等你！ ​,1
东西很漂亮！值得购买，目前还在相当试用阶段，还没有发现问题,2
挺好的，和想象的差不多。主要是当表用。,0
东很棒，超市便宜不少，东服务真不错值得推荐给大家,2
刚拿到手，还不错，使用中。,2
还不错，正在体验中，等过段时间再追加评论,2
很好看，很喜欢，功能强大，很多功能不会用,2
退货弄了半个月了！还没搞定，什么意思？服务太差劲,0
质量不错，但是感觉功能不是很全，只能看看手机上的信息提醒之类的，不能直接回复，有点不如苹果手表,2
东西不错，功能还在摸索中,2
手机戴了几天 整体使用效还是挺不错的 个认为有点重 配套的表带比较硬不柔软 软件与表盘的装需手比较麻烦 音乐同步也需要电脑的支持 不过对于我这种电工作者还好 体来说还是值购买的一款好产品,2
用了211券入手+12期免息，虽然运动款是入门级 但是做工真的很好，回头买个水凝膜贴一下,2
京东一直其实很给力,2
功能强大 京东快递就是快 第一次在京东买这么贵的东西 没让我失望 用几天再过来评价,0
目前作为一款手表是合格的，可以换表带,1
务太差。电话咨询售后、询问抵用券何不能再支付尾款使用，呵呵、到系统。,0
有点厚其他稍微蛮不错的,2
还不错的，就是支持的软件少，表盘做的没有apple watch精致,2
一直在用，挺好，推荐,2
非常很好，相信京東；物流相當快，服務態度很好，極力推薦！,2
挺好，不错的东西呢。,2
终于到了，现在京东收货还有验证码，更安全了，手表满意，就是应用程序支持还不够多。发票居然是断的,2
很好的商品到货快常买的产品,2
期待了好久，昨天睡醒就抢到了这到货最后一台，也是缘分呀，非常好看非常喜欢,2
可以的稍微 挺好看哦就是容易磨损,1
【中联通3月7日开通6城市ApplatcheSIM业务】广州联通发布官消息称，将3月 7 日于上海天津、广州深圳、郑州和长6 城市启动Apple Wtch Seie 3的 eSIM（号双终端）业务，预示着用户终于可以使用苹果Apple Watch Seres 3接打电话了。Apple atch Seris 3 自去年发布以来，虽然可以在国内购买，但国内三大运营商一直没为其开通 SIM 业务。其中中国联在首发时曾承将为 Appletch 提供 eSIM 号双终端务，但一直拖到 3 月份才正到来。虽然目前全国 6 个城市用户可与，但传达了一个积极的信号，希望中国移动和中国电信也尽快开通此类业务让更多的苹果用户能尽快用上这一便利的功能。,1
表收到了速度很东也很满意。有一点不明白送的礼物一个也没有,2
老铁属实没毛病，就是表带有点垃圾,0
感觉比某国的好用 感觉更时尚一点 很喜欢,2
很好用 天天带着,2
不错 喜欢 赶紧解放好,2
表盘稍有点大，女孩真的子可能不太合适。整体感觉不错，待机2天半，跑步的话可能一天半，还没来得及测试。毕竟是智能手表，不是专业运动手表，测步数据不能同步到微信运动，只能应用到三星专门的S健康，建议三星的技术部门做个更新。,2
非常好用 喜欢换表面玩儿,2
还不错，是正品 速度快。,2
很好的表，好看，就是有点费电,2
非常好的东西很满意，次再来,2
想问问北京联通什么时候开通Apple Watch Series 3蜂窝数据服务？虽然我知道没啥鸟用，但我这块表买了大半年了，至今还没用上Series3最大的卖点功能，心情不是很好。 ​,2
商品很好 没问题 很喜欢,2
非常之不错了，我也就是来得豆的,2
这个非常不错哦，相当推荐这一款！,2
手机配手表，完美，用着不错。,2
很好用啊，主要这个功能，就是用来运动的时候会比较多一点，然后提醒的功能,2
总体，挺不错，当买块电子版表了就好了,2
还是连接比较费劲。其他还行吧,1
不是一般的帅，价格公道。苹果可以去死了，还卖那么贵,1
不，质不错的，购物很愉快。,2
在没用4g（目也没得用，无奈）的条件下，常使用续航能到两天比较满意了,2
还可以，发快，收获也快。只是包装有点呵呵。目还在测试中。,1
嗯这个表给老公买的老公很满意，质量不错，用一段时间再看，京东，服务很好，五星好评,2
很好的手表待机确实好iwath多多,2
手表不错，很漂亮。有点不习惯带橡胶表带，戴久了皮肤有点痒,2
京东的物流就是给力，昨天下单今天上午就收到了，原包装。颜值不错，略感偏大，表盘较多，功能比S2多，试用一段时间后再作评价。,2
还不错，就是不能直接做睡眠监测，基本上一天一充，电池做不到大容量一直是苹果的诟病啊啊啊。黑色不错，喜欢。可是为什么我的米奇米妮都不报时？？？,2
第一用京准达 还不错 优惠券优两百多好,2
嗯，还可以，先用用看看！,1
手机还不错但是，中国移动现在还不能用，不知道以后会怎样。,2
刚收到货，试用了一下，感觉，非常的好，相信苹果和京东真的的品牌，这下可以和手表以及，苹果x进行配对了,1
物流垃圾，说好的时间没送到,0
之比较前用的苹果手表。但是，个人认为不像个手表。还是喜欢传统造型的。,2
买之前好多人劝我别买，买了一定后悔！买了以后虽说没有后悔吧，但确实也没有那么惊艳，不过使用起来还是会有一些方便的地方，只是手表运行起来还真是有些卡顿，真是有些对不起苹果产品的称号 。,0
【你的AppleWatch蜂窝网络版可以打电话啦！】Apple Watch Series 3GPS+蜂窝网络版 低至2988元， 享京东白条12期免息！http://t.cn/REQSDuL​,1
不错 功能很好很多,2
不错 价格合适 希望早日能用移动网络,2
"入手第一款apple watch,感觉很不错，很棒，特别京东值得信赖",2
很好用，很不错，物流也快，赞一个！,2
东西还是不错的，相信三星,2
Apple Watch 3虽然现在电话功能还没开通。但另外一个优点就是待机时间超长。出门没带充电器3天了还有30多的电力。如果下一代可以改善到一周的待机。那就太赞了。 ​,1
广州联通将于3月7日在上海、天津、广州等6城市率先启动AppleWatchSeries3的eSIM（一号双终端）业务，预示中国用户可以使用苹果AppleWatchSeries3接打电话。 泰安·粥店街区 ​,1
包装很好,2
不错的东西，苹果的东是贵啊,2
物流给力，超级喜欢,2
#西宁打听#麻烦问一下Applewatchseries3值得不，比较喜欢款式。via匿名 ​,2
对着手表说话延伸了手表的交互i，不过siri不太好听中文，而且在人群里大声喊siri也总是怪怪的。运动的时候这么做还可以。,1
00元，在有P情况下是买Appl Watc 3还是买新iad还是个安卓旗舰？还是别的数码产？单反再也不钱了 ​,2
京东品质，值得信赖。送货很快，服务员态度热情。,2
不错，用了一天。。。。。,2
速度很快，产品也不错，目还在试用,2
觉得这次AppleWatchseries3比 iPhone X更值稍微得赞美。Watch终于第一次到达非常不错体验的水平了。 ​,2
非常喜欢，买之前犹豫有没有用，到手可能后顾虑就消失了,2
东西不错，只是不明白怎么是越南产的，这是什么版本呀？,2
正品，已激活使用，非常喜欢，双十一凌晨抢的，下午就送到了，真是极好的效率支持京东，越做越好！,2
京东挺给力2017.11.16 20:18下单，今天上午9:30就收到了，京东物流团队太给力了，佩戴挺舒服的，就是蜂窝数据不能用。,2
收到测试了一天感觉不错，无线充电和防水功能很赞。,2
用了两天，续航能力不错，基本充满电可以用一整天问题，用的少天，记录运动的功能不错，检睡眠的话我买了一个atoseep的软件18元，要简设置就能记录睡眠了，自带的硅表带戴着手感好，摩拜单车只要靠近就能开锁了他能正在摸中,2
非常漂亮，我很喜欢，一口气下载了几十个表盘，慢慢选。硅胶的表带很舒服，没有任何不适感，唯相当一缺点就是有点沾灰。电池续航满意，关掉了自动心率和GPS，常亮表盘的话，两天没有问题。,2
给媳妇买的 很好 很喜欢 非常棒,2
手表很不错，虽然有缺点，但是符合我使用要求，做工很精致，app太少，微信无法回复，无法查看。这个是最大的缺点。这个东西唯一功能就是装B,2
🏻三草两木健康2018阅尽世界美起航不喧哗 自出彩送价值3000的Apple Watch Series3手表玩转腕间 有你优势~ ​,2
操控敏，丝毫不卡顿也比较玩。做工很好，买典比较不容易掉和变旧。,2
特别帅，一直想入手，今天终于到手了，很满意,2
用着很好，也很时尚,2
货到样子还可以错，其他有待进一步研究&hellip;过两天追评,1
挺好用的，不错，功能强大,2
用白条，12期免息，还可以，电量用两天，蜂窝功能用不了,1
还是不错的，颜色也可以，38mm不觉得小，主要是来运动的，不想太大，质感还是很好的。,2
非常不错，做了很多的优化。,2
不错不错不错不错不错,2
还不错，待机长，速度快，比一代好多了就是esim都还不能用,2
原来有一个回环了，于是又买了一个配情侣表。不得不说Apple watch真的是一个艺术品。蜂窝暂时不能用。续航还是很给力，2天一充吧,2
宝贝收到了，媳妇很喜欢,2
很帅气，很喜欢,2
过去很少用京东，现在喜欢用京东。,2
不错挺好错，值得购买。日期新鲜，价格实惠。挺好错不错，值得购买。日期新鲜，价格实惠。很好错不错，值得购买。日期新鲜，价格实惠。,2
感觉还不错！希望蜂窝数据功能能早日开启！,2
客服太敷衍了，**购买的客户，有货也不发，气人，后来不用优惠订了个，即刻发货！手表还在摸索，挺不错了，,2
很好用很高级,2
个人认为挺好的，使用中操作简单，容易上手。直接用蓝牙连接手机，也可以远程链接不用蓝牙。,1
不错，很好原来是，在换成三代，蜂窝暂时能用苹果客说底可以用不知道是不是忽悠我,2
还可以错，挺好的啊，我喜欢，强烈推荐，京东物流快，给个赞?,2
双11活动买的。很划算。直接比官网便宜点，还可以免息分12期。这样买起就坦然多了。而且又买了简单得保险。可以放心使用两年。其次希望esim快点商用。不然就白多花斤千元了。,1
不错不错，还是三星的比较习惯，买了这么多款又各种原因退货，最后还是一分钱一分货，期待和用了两年半的Fit一样耐用。,2
不错不错就是感觉有些表盘在屏上不对称，有点偏,2
还可以，海贝回环表带比运动好看且舒服,1
东西错逼格够高，快递给力，是我想要的。,2
还没来，看包装不错，酝酿一下就试试吧。,2
等了不错几天，蜂窝版黑色终于有货了，犹豫了一下，相等双十一看看有没有优惠，又怕货源太紧张到了双十一又没货了，就果断下手了。上手用了一天，很喜欢。但是电话支持确实像其他评价一样显示过期状态，不知道为什么。,2
不错，挺好的啊，我喜欢，强烈推荐，京东物流快，给个赞?,2
非常好看，质量很好，发货快，功能齐全,2
Apple Watch Series 3银色 云雾灰表带42mm 本人身高180+，无论手腕多细，也要考虑整体协调性，38mm实在是小表带尺寸 现在就换上了附送的小号表带，我手腕大致量过才16cm左右，大号的只能戴最后一个孔…… 这就是为什么我说我上肢力量基础贼鸡儿差本来一直心心念自己的黑色，最后选择了银色，原因是银色更好搭配各种表带。而且之前我执着于黑色肯定是我常年穿黑色黑惯了，黑色显瘦嘛 ，但以后就是个五颜六色的我了。又正好遇上黑色没货了，果断不等了辛苦我3年的iPhone6被拖出来进行匹配图片均为原图#applewatch3#,0
双十一买的，期待好久了，比官网便宜不到三百，京东速度就是快，体验很好,2
正品，行货，昨晚下单，今天中午就到了，京东快递就是快??，宝贝未开封，配对很快。京东服务态度很好，有问必答，反应快，还有电话回访宝贝质量，为京东服务点赞稍微！,2
挺好错不错，非常智能不错用，期待运营商快点能支持esim卡,2
还是很不错的，特地来评价,2
东西很好，很有品质,2
很好用的产品和好的产品,2
关真的注了好久，三星的智能手表不错，和三星手机很匹配，使用挺方便，很喜欢。,2
好东西。赞。酷。要是可以防就更完美,1
物流速度很快，刚拆箱对这次购物很满意。,2
很好 保很方便的很好用哇,2
好，用着方便，不错的一次购物,2
正品，蛮好的，值得信赖,2
很好非常用，续航两天吧，用着也很不错,2
还不错，待机时间两天没问题。,2
感觉不错 用着方便 但感觉扬声器声音稍微有点小,2
非常喜欢Apple的产品，资深果粉，十分好用，有减免券加免息分期，非常好！,2
有非常时候唤醒功能不是很好,2
和老公在一起的时候就说要送我个好点的手表，因为带小孩的原因，我没要买和他的天梭的情侣款，买的这款可以连手机的手表！虽然我觉得表带很丑，但不得不说确实很实用！我抱着孩子炒菜来电话随时就能接能打！闹钟醒我也不用爬起来关，每天走了多少步一步都不会漏啦！这点我可能有强迫症，每天要有一万步以上才舒心！手表充满电很快，满电状态下能用两天多，我要放歌听也可以直接用手表打开，不用去拿手机！手机上的软件都在手表上，还有很多模式可以选！对于我带孩子的宝其实妈来说是一款超方便的手表！点赞点赞！,1
手表没得说，颜值高，运行流畅，电池给力，期待三星pay早点上线！,2
京东自营，送货快速，智能表功能丰富，开车时可以直接接听电话，短信，操作方便,1
颜值高特漂亮，喜欢。,2
不错，个喜欢，表盘挺多，就是微信联系不起来。是个大天。,2
期待已久，终于可以看到它了???其实,1
表盘有很多新鲜功能，比平时打开手机要方便多了。还可以用共享单车，虽然目前比较还不成熟，applepay是没有问题的。,1
总体来说还是比较满意吧。但是42毫米的还是感觉比较小，反复看了表后面的尺寸。总以为发错了，呵呵?后来才发现确实是42毫米的。戴了几天慢慢适应了尺寸。电池用了两天还有17%，还行吧。就是刚开始微信发信息发不出，后来自己就可以接收了。微信只能使用快捷回复内容，输入回复不知道怎么搞出来,1
整体还不错，没有那么大，大小合适，续航有待测试,2
比华为手表要好用一点，大小合适，速度也比较快，续航时间比华为好。还不错。华为mate9完美连接。,2
这款颜色的表带推荐给黑色铝壳、黑色不锈钢、银色不锈钢的AppleWatch用户。 ​,2
很精致，屏幕还差点意思,0
充一次电能用4天，不错。再多开发点软件就好了。,2
东西不错，很好用，智能运动首选,2
不错，非常好，京东的价格，也有优惠，苹果产品没的，非常精致，艺术品一样。,2
可惜现在联通不支持，待机时间不错，能坚持三天。,2
好用。很喜欢。送货也很快。,2
再见，SIM卡！据广州联通透露，联通今天（3月7日）在上海、天津、广州、深圳、郑州和长沙6城市率先启动Apple Watch Series 3的eSIM(一号双终端)业务。eSIM卡又称嵌入式SIM卡，简单的说就是将传统SIM卡直接嵌入到设备芯片上，而不是作为独立的可移除零部件加入设备中，用户无需像现在一样插入物理SIM卡。传统的Sim卡把用户锁定在一个服务网络中，而内嵌式Sim卡可以使得智能手机、平板电脑或可穿戴设备使用者避免局限在一家运营商的服务中，其可以实现立即切换其他服务网络，且无需更换Sim卡。,1
很好很不错的宝贝，你值得拥有！,2
很喜欢，很亮，望继续发掘的功能。。,2
给力啊，太好了,2
朋友很喜欢，功能齐全,2
不错。。非常适合，现在还在摸索把玩。。。媳妇也喜欢。,2
可以?无线充电，有线充电，功能逐步完善中&hellip;&hellip;适用目还是前活动范围好&hellip;&hellip;note5支持全部功能，,1
能很好，第一次使，喜欢，爱三星！,2
非常适合我的手表，功能多多，喜欢,2
下午就到货，超级喜欢，棒看啊,2
不错的挺宝贝！,2
挺不错的智能手表，操作很方便，人性化,2
送朋友的，朋友收到后非常可能满意！,2
京东流太给力了，中午下单，下午昌平已经收到货了,2
非常漂亮。应该算现在在售最漂亮的智能手表了，而且旋转操作很新颖方便，电池也不错。就是连接ios略有限制.,2
正在使用中。目前感觉还可以 比某果的要赞,1
送给老公的周年礼物 他还是很喜欢滴,2
老婆很喜欢 全新的相当,2
物流很快，东西很好，功能强大。正品，希望蜂窝功能尽快开通,2
很好，手表很智能稍微，只是和苹果手机连接的时候，有些功能还不能用。希望快点优化更新,2
很好稍微啊，帮朋友买的，希望功能越来越多,2
还是不错的，颜色也，38m不觉得小，主要是来运动的，不想太大，还是很的。,2
还可以 还没用 后期看看,1
手表很漂亮，表盘也很多选择，功能也多，表带不好，硅胶的太难看，换了皮表带。微信无法语音回复，提示我连接蓝牙耳机，我用的还是三星蓝牙耳机，却又提示没有可连接设备。正常用，把GPS关了，三天绝对没有问题。打电话真方便，开车也不怕犯规了。测心率功能真好，还有一天各个时段显示，随时了解心情。,0
不错，很好，售后也非常位，京东真的很不错,2
很好很喜欢,2
种草很久了，忍不住买了。挺好用的，喜欢,2
不错的，双十一入手的，使用起来很不错，配合airpods，跑步听歌什么的，很好。督促我进行运动，有一些小目标什么的，很好。一些短信提醒，微信、邮件，再也不用看手机了。真的能减少手机的使用频率。非常好的产品。每天使用60%的电，能剩40%。如果仅把他当手表用，估计能用两天以上。,2
速度，质量和实体店没有区别。带上觉很好。,2
呵呵，不错，早就想买了。,2
 刚刚发现在运动时，可以在AppleWatch上左右划动就可以在体能训练和音频运用中转移。调整音量就更容易了（我用AppleWatch来调整 AirPods 音量）。 ​,1
老公很喜欢，可能哈哈哈,2
从预购开始到今天收到，一切非常顺利。京东物流很给力，物流跟踪信息很赞。表是正品，与手机绑定也很顺利。这次购物很满意！,2
很不错！运动，回复消息，震动频率都很特别不错,2
女生的话，apple watch适合些。三星这款太大了，男生带合适。挺喜欢的，就是app有点少了。希望能支持更多的app。,2
还是很满意的,2
之前软件版本的问题导致表更换主题功能不好用软件更新以后好了。一切正常。,0
不错，用的note5，连接方便，好看,2
还可以，比较小巧精致，挺方便的,1
送货挺快，功能还行。,1
"苹果公司的分析师Ming-Chi Kuo已经确认了苹果公司计划在2018年推出三款全新的iPhone手机以及一对更新的AirPods。但是由于他最新的研究报告，有关即将推出的iPad和AppleWatch系列的各种细节已经曝光,Kuo再一次证实了之前声称尺寸更大的产品，尽管现在规定的确切尺寸：较小型号为1.57英寸，较大型号为1.78英寸。相比之下，目前的Apple Watch Series 3提供1.31英寸和1.54英寸型号。但总的来说，这些变化预计不会影响设备的整体尺寸。此外，值得注意的是，心率监测的重大改进据说正在进行中。#手机 #",2
除了待机时间短其他都很不错,2
超级差评，买来两个月不到还是，已无法开机,0
特意用了一段时间才来评价的，感觉也还可以，经常用，两天充一次电，具体玩法还在研究中,1
很好看，飘亮。感觉还是小了点。,2
先下结论，当前最强智能手表和穿戴设备没有之一，造型和做工也很好，硬件完美，软件缺乏啊，期待微信，打车和美团点评能早日用上。,2
不错 等了好几天终于收到了 功能还在研究中,2
东西很好，手表很好，送货也很快,2
手表不错，主要是为了锻炼记用，能很多也很好用，如果开通通话能就太爽了，很满意,2
高大上很满意,2
手表不错?送货很快,2
说周日送货，没想到六就送到了不错待的上了，感觉很便，颜值也不，送了风暴盒子，不过真心觉得不如送个膜和保护套什么，总体感觉很好就等以后支持蜂窝,2
对于手里的黑狗6，我在想测评方式是不是应该稍作修改，比如以后的视频 VLOG都通过黑狗6来录制这样更能体现他的主要性能，但是这样的测评你们喜欢吗？顺路说一句，2018第一篇测评自己像采用视频的方式，目前准备的产品有switch/applewatchseries3你们更期待哪一款？ ​,2
不错！非常好，一打开时还以为jd搞错了，送了个38m的过来，后来去问了下曾买过2的同事，确认这是42mm。有点小，想想若是买38mm真是醉了，个放大都嫌小！,2
不错哦，双11前买的，还有送赠品。,2
送货速真的度很快，包装完好，京东自营值得信赖，下次继续，入手吧,2
很不错哦，很好看。。。,2
用了几天感觉很好，但是锤子手机给力像不支持，看大家都说三星支付，有了***，那个没多大用处吧,2
整体不错，还在等相关应用,2
AppleWatchSeries3蜂窝版今年彻底无望 ​,1
买的就是颜值和续航。实用性其实一般。但是S健康真的好用。重度使用的话必须一天一充。逼格满满，颜值高就够了。期待系统赶紧更新添加一些更实用的功能。至少能得能上个微信啥的吧。,1
刚入手两天就有满减的活动真的很心塞 京东可不可以 不要这样 多花了一百大洋呢,1
太给力啦，一直放在购物车，就等双12活动啦！而且，夜里下单，白天就收到啦，特别感谢给我送货的师傅，白天家中没人，晚上还特意给跑一趟！真心感谢！,2
就是喜欢才买的，还没搞懂。,2
挺很好的，一直想买个了，刚好有分期，而且我还买了个会员减了100呢,2
真的还可以，电池耗电一般，不去搞他能坚持3天，期待能用电话卡。,1
做工还可以，不没啥实用基本当个电子表用,1
送货真的是快 连接手机速度还行 等用几天再来评价,1
不错，苹果品质体验。就是颜色选错了，懒得换了,2
灰常不错的店家！灰常不错的店家！灰常不错的店家！,2
手表质量很好，功能强大。还不太会用慢慢研究,2
非常好，正品保证，快递很快，值得够买,2
不错，真的很好,2
戴了一段时间，还不错。三有点天充一次电。微信语音不能回。,2
非常喜欢 电池比一代好很多 很好用。,2
还可以，希望续航能跟写的一样,1
说说使用。躺床上睡了两个小时显示步行1000步，可能是这表成精了自己出去溜了一圈。表盘没找到几个好看的，商店里大多很贵而且配先锋版才有范。屏幕没有想象中那么细腻，颜色也不太好。不过我倒是觉得这个系统挺好的，虽然清理内存必须用手机这一点**了些。用一段看看吧，试试续航和充电，希望能让自己满意。,2
百度了教程，实现了华为手机和手表的完美连接，不错,2
非常有格的智能手，各项功能用非常满。续航很不错，使用三天应该没有么太大问题。新固件。对ios系支持好。当然使用三星的旗舰机，s6以上的体验效果会更好。,2
在用，还行，就是手表老被我磕碰，唉,1
手表很好 就等移动快点支持iwatch,2
还行，就是华为手机刚开始连的时候费了点周折，电量够用两天，不足的是支持的应用少，微信不能回复！防水的功能比较强大，总体打70分！,1
昨晚下的单，今早就拿到了。真快，手表还不错，,2
非常好！智能手表的王者，除了对微信支持不太友好之外，都非常不错！屏幕细腻色彩好！不知是不是用了第三方表盘，耗电有点大，两天坚持不下来...,2
物流度很快。包装很好京东首批虽然没送什东西，但是做工很好。第一次买GEARS搭配很好看。,2
很好啊，就是蜂窝还用不了,2
感觉还可以外观挺时尚，内容非常有科技感值得推荐购买。,2
真羡慕这些地区，可以用Apple Watch Series 3蜂窝版。快出全国都能用的三网通蜂窝版吧 ​,1
很好很优秀 赞,2
不错，就是配对的时候比较麻烦。等半天。,2
观望好久才下的单，软件就是个鸡肋只有个支付码无用，导航必须开启手机的GPS才能定位。还内置GPS不建议购买，一直定不到位。表带真如他们所说就是个吸尘器，总体来说东西做工还是不错。,2
还可以，配合ios系统挺好用的。系统续航也还行，就是不知道打电话什么时候能出。,1
很棒 非常喜欢 哈哈哈哈哈哈啊哈哈,2
质量很好,2
很赞的手表，习惯圆形的，连接7P还不错。就是阿宝目前不能绑定唉,2
不错，白条买的，不到3000，价格非常划算，使用也挺好。,2
买回来就直接用了，感觉很好，京东小哥非常到位，很有责任心,2
可以的,1
手表很好用，功能很多。,2
苹果三代手表谁用谁道，感不错，无息体验更棒！,2
不错的腕上生活,2
东西好，做工精致，符合苹果的品质，智能手表在功能上切割与手机的功能产生连接而不是取代，这一点来说watch做的也不错。基本上还是得带着手机和手表一起配合。,2
还没用从第一代就想买 下定决心买主要是iphone的电池太不耐用 想着以后尽量不带手机 希望esim 尽快可以用,1
外观很惊艳，手感很不错，有点遗憾还没有支持联网,2
很喜欢，下次还来，很好用,2
只能告诉你们这是s2的升级版，微信可以收信息但不能回。运动功能是三星有史以来最强大的，爱好运动别错过,1
物流很给力，服务真不,2
东西可以，价格小贵。一直开不了白条，用不了免息分期。,1
上手效果还可以，不过感觉没什么用，对于我这种不爱社交的人，微信，电话啥的功能都没啥用，就看看时间，不值这么多钱,1
相当不错，还是宝宝很喜欢，赞,2
感觉还不错，就是有点厚，外观很好看。开始的时候，手机（荣耀8）来什么信息都没有提示，后来手表系还是统更新了，问题就没有了，但是不怎么稳定。其实就是觉得好看，其他将就吧。,2
第一次在网上买电子产品，东西很好，主要是物流太快了，狠狠地赞一个,2
还可以 不到一天就到，但是没有送一个膜！在实体店也没卖！可以吧！,1
还可以 不到一天就到了，但是没有送一个膜！在实体店也没有卖的！还可以吧！,1
不错，很漂亮啊,2
买来用了一段时间，功能还不错，就是本人实际上用不太上，除了出门的时候，用段时间再来评价。,2
正品，配送一如既往的快！产品感觉还可以！待机时间比想象的好,1
没有上双十一最便宜的候，非常遗憾。到手迫不及待的打开，研究了半天。初始态有米奇报时，要等手机WiFi＋手表充电＋1分钟才能载完成语音包。几乎可以做到两天一充，不耐但是比预计要好。,1
本来想买玫瑰色 就是切换看了一眼的瞬间就没货了 黑色也不错 除了蜂窝数据没有运营商支持以外其他都很好,2
不容易，效果给力,2
还不错，除了小，下了个APP解决了睡监测问题。还有是蓝宝石表面居不耐划戴了两周就有轻微划痕了！,2
暂时还没用，东西应该很好错，以后用着再说吧，希望质量靠谱！,2
看到包装盒，忍不住笑了，让我想起了网上之前疯传的iphone100利剑出鞘图，言归正传，拆开包装还是再次被苹果做工经验到了，尽管拆了不知道多少个苹果包装。看了配件和表，直接和ip7关联，真不错，回去问问联通支持esim了没，这样子多方便。戴了一下午，舒服，漂亮。,2
感觉很不错!喜欢苹果的东西!舒服舒服,2
还行还行，2900拿下的,1
速度较快，包美，满意,2
十分不错，物流快，送货小哥热情，商品也十分满意！！！很赞！！！,2
嗯，还可以，下次不会再买了,1
二购买，感觉不错，送的贴不是很好。,2
品牌产品，不错。,2
哇，好棒棒，功能好多啊，可长可短，可粗可细，拿在手里手感也很好，赞一个,2
性价比超高，值得拥有！,2
【未来将无卡！重温SIM卡的前世今生】3月7日，中国联通宣布：将在上海、天津、广州、深圳、郑州、长沙6城率先启动“eSIM一号双终端”业务！这也预示着中国用户可以使用苹果Apple Watch Series 3接打电话。未来的通讯世界，终将进入“无卡时代”！未来将无卡！重温SIM卡的前世今生 ​​​ 未来将无卡！重温SIM卡的前世今生 ​,1
很好看 不错哦 就是没抢到黑色的 灰色的感觉没黑其实色好看,2
非常满意！送货速度奇快！物品完整！,2
不能给五颗星。用过fitbit的手表后，再用gear s3，也就觉得那样了。s3的操做性能一般般了。快递员超认真，只见本尊才送货，别人代收都不行，赞！还是,1
还不错哦哦,2
买给女票的，图1那个彩虹手上戴的，图2戴的很隐蔽。。。很好很强大,2
非常不错很满意，用的很开心，高兴的一次购物比较！,2
包装也太大了吧！还还可以，就是蜂窝网络还不能用&hellip;&hellip;,1
很好，不错，哈哈哈哈,2
很好看的 大小合适,2
不错哎，自己是ios1挺0.3的系统，不能匹配iwatch，只能升级了,2
對于這塊表的總體評價是 中等偏低的評價，為什麼呢 應為這表不能說是物超所值，以商品詳細中来看呢還算合理能接受，但實際物品使用中呢有些和商品詳情描述中的功能有不足之處，比如 支付功能，nfc ***這兩个支付功能呢 在國內祇有***可以用 但也是有限制的，只能向商家支付 收款，想要完成個人支付 收款 是不可能的。nfc 在中国是直接不可用。說一下通訊功能，撥打 接听電話 短信收發，電話通訊可以正常使用。短信收發就有問題了 衹能發送不能接收 也沒有通知，所以對以上幾點功能缺失的項目來看呢 我個人覺得價格有點昂貴了。有想買的夥伴還是先找到人工客服諮詢好再下單。不然退貨是很麻煩的，退貨一點點刮花啊 刮傷啊 錶帶變色啊都會給退貨帶來不便之處，所以啊夥伴們要慎重了 不要給雙方都帶來損失了,1
非常喜欢，就是不知防水效果怎么样,2
就是这种feel，期待e-sim卡可以早点用,1
很好的，东，超想象，下次还会再买的！,2
蜂窝网络值得期待，用用才知道。,2
还不错挺好的，蜂窝功能还不能用，等着开通，运行速度也很快了,2
啥时候开通数据就好了，手表呢还行,1
不错，直想买aple watc3 用了两天，感觉不错，用科技关注健康。期待开通ei，就会更方便了,2
好好好，真的很强大，推荐购买,2
不错刚刚入手,2
还可以，用看,1
有退货的想法,0
1、尺寸：手腕稍粗点的带着都还行，小手腕感觉可能HOLD不住吧。我运动习惯fenix3了，带上这个感觉&ldquo;小巧&rdquo;些许，晚上回去可以拍个和飞3的对比图。,1
送货速度，经济实惠，值得购买！,2
未来将无卡！温SIM卡前世今生】3月日中国联通宣布：将在上海、天、广、深圳、郑、长沙6城率先启动eSM一号双”业务！这也预示着中国用户可以使用苹果AppleWatch Series 3打电话。太心]再过几年，可能真要跟SM卡说再见了未来将无卡！重温SIM卡的前世生 ​,1
东西不错。还在摸索中。挺喜爱欢的。观望了很久才下手的。用后再来反馈。,2
首次入手apple w其实atch，真的很不错，让我更重视健康了,2
很喜欢，运动款，就看以后的表现了,2
很好用。安逸和手一更好,2
东西真心不错，下单到收货不到24小时，京东就是快。,2
还是可以。,1
还不错刚刚拿到。意外。,2
还行吧，暂时没什么问题,1
给力！给力给力,2
还不错速度快大小刚刚好正常用二天对喜欢健身的人士非常合适,2
手表很好用~~~测心跳 消息推送 短信推送 接电话 看股指数~~~给我生活带来了便利,2
高大上，功能多，质量很好，慢慢来发,2
